"통계분류","항목","단위","2016 년","2017 년","2018 년","2019 년",
"단체여행","용궁사/기장","","4.5","","","",
"단체여행","감천문화마을","","4.7","","","",
"단체여행","경주(불국사,보문관광단지,양봉마을)","","15.2","","","",
"단체여행","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"단체여행","남산/N서울타워","","","5.9","","",
"단체여행","인사동","","",".6","","",
"단체여행","고궁","","","10.3","","",
"Air-tel Tour","사례수","","917","773","","",
"Air-tel Tour","명동-남대문-북창","","28.6","37.4","50.1","48.3",
"Air-tel Tour","제주","","0","","2","3.3",
"Air-tel Tour","신촌/홍대주변","","5.8","9.4","12.1","12.1",
"Air-tel Tour","종로-청계","","0","","3.4","3.2",
"Air-tel Tour","동대문 패션타운","","9.8","9","4.3","5",
"Air-tel Tour","해운대 일대","","0",".6","2.3","1.4",
"Air-tel Tour","강남역","","1.6","3","4.6","5.3",
"Air-tel Tour","잠실","","0","1.5","1.9","1.5",
"Air-tel Tour","춘천(남이섬)","","0","","1.8",".5",
"Air-tel Tour","코엑스 (강남 코엑스)","","0","","","3.8",
"Air-tel Tour","이태원","","0",".7","1.6","",
"Air-tel Tour","청계천/광화문광장","","3.6","","","",
"Air-tel Tour","제주민속촌","","0","","","",
"Air-tel Tour","이기대/오륙도","","4.5","","","",
"Air-tel Tour","섭지코지","","0","","","",
"Air-tel Tour","거제(바람의언덕,외도)","","4.7","","","",
"Air-tel Tour","태종대","","3.2","","","",
"Air-tel Tour","용궁사/기장","","1.6","","","",
"Air-tel Tour","감천문화마을","","1.3","","","",
"Air-tel Tour","경주(불국사,보문관광단지,양봉마을)","","3.8","","","",
"Air-tel Tour","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"Air-tel Tour","남산/N서울타워","","","2.7","","",
"Air-tel Tour","인사동","","","4","","",
"Air-tel Tour","고궁","","","4.4","","",
"1회","사례수","","7375","6471","","",
"1회","명동-남대문-북창","","15.8","16.2","34.9","34.5",
"1회","제주","","0","","8.2","9.8",
"1회","신촌/홍대주변","","4.5","4.5","5.7","6.2",
"1회","종로-청계","","0","","7.4","7.8",
"1회","동대문 패션타운","","4.2","4.3","3.7","3.2",
"1회","해운대 일대","","0","3.7","3.9","3.7",
"1회","강남역","","1.9","2.4","2.6","2.5",
"1회","잠실","","0","2.2","2.2","3.3",
"1회","춘천(남이섬)","","0","","3.8","3.3",
"1회","코엑스 (강남 코엑스)","","0","","","1.7",
"1회","이태원","","0","2.1","2.5","",
"1회","청계천/광화문광장","","1.8","","","",
"1회","제주민속촌","","0","","","",
"1회","이기대/오륙도","","8.9","","","",
"1회","섭지코지","","0","","","",
"1회","거제(바람의언덕,외도)","","6.8","","","",
"1회","태종대","","2.7","","","",
"1회","용궁사/기장","","3.4","","","",
"1회","감천문화마을","","3","","","",
"1회","경주(불국사,보문관광단지,양봉마을)","","7.6","","","",
"1회","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"1회","남산/N서울타워","","","5.1","","",
"1회","인사동","","","2.1","","",
"1회","고궁","","","13.2","","",
"2회","사례수","","1522","2474","","",
"2회","명동-남대문-북창","","20.3","18.3","34.3","33",
"2회","제주","","0","","7.9","8.4",
"2회","신촌/홍대주변","","4.1","5.7","6.8","6.4",
"2회","종로-청계","","0","","4.1","5",
"2회","동대문 패션타운","","6.5","6.3","4.5","4.8",
"2회","해운대 일대","","0","2.8","4.6","4.7",
"2회","강남역","","3.3","3.2","3.1","3",
"2회","잠실","","0","2.3","2.6","2.7",
"2회","춘천(남이섬)","","0","","1.8","2.7",
"2회","코엑스 (강남 코엑스)","","0","","","1.5",
"2회","이태원","","0","1.7","1.9","",
"2회","청계천/광화문광장","","2.7","","","",
"2회","제주민속촌","","0","","","",
"2회","이기대/오륙도","","5.9","","","",
"2회","섭지코지","","0","","","",
"2회","거제(바람의언덕,외도)","","5","","","",
"2회","태종대","","3.3","","","",
"2회","용궁사/기장","","2.6","","","",
"2회","감천문화마을","","1.4","","","",
"2회","경주(불국사,보문관광단지,양봉마을)","","5.8","","","",
"2회","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"2회","남산/N서울타워","","","5","","",
"2회","인사동","","","2.4","","",
"2회","고궁","","","7.6","","",
"3회","사례수","","802","1315","","",
"3회","명동-남대문-북창","","19.7","20.9","36.8","35.5",
"3회","제주","","0","","6.4","9.8",
"3회","신촌/홍대주변","","4.8","5.8","7.3","5.4",
"3회","종로-청계","","0","","3.3","4.5",
"3회","동대문 패션타운","","5.7","5.4","5.7","4.9",
"3회","해운대 일대","","0","5.8","4.8","3.1",
"3회","강남역","","3.9","3.7","5","3.5",
"3회","잠실","","0","2","2.1","2.6",
"3회","춘천(남이섬)","","0","","1.1","1.5",
"3회","코엑스 (강남 코엑스)","","0","","","1.4",
"3회","이태원","","0",".9","2.1","",
"3회","청계천/광화문광장","","3.1","","","",
"3회","제주민속촌","",".6","","","",
"3회","이기대/오륙도","","4.5","","","",
"3회","섭지코지","","0","","","",
"3회","거제(바람의언덕,외도)","","6.1","","","",
"3회","태종대","","3.3","","","",
"3회","용궁사/기장","","2.5","","","",
"3회","감천문화마을","","2.9","","","",
"3회","경주(불국사,보문관광단지,양봉마을)","","2.8","","","",
"3회","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"3회","남산/N서울타워","","","4.7","","",
"3회","인사동","","","2.5","","",
"3회","고궁","","","6.5","","",
"4회 이상","사례수","","2304","3581","","",
"4회 이상","명동-남대문-북창","","20.8","21.1","36.3","33.9",
"4회 이상","제주","","0","","4.2","5.7",
"4회 이상","신촌/홍대주변","","4.1","5.3","5.4","5.9",
"4회 이상","종로-청계","","0","","4","2.7",
"4회 이상","동대문 패션타운","","9.9","7.7","7","5.5",
"4회 이상","해운대 일대","","0","3.4","3.5","3.8",
"4회 이상","강남역","","5.6","5.6","5.4","4.8",
"4회 이상","잠실","","0","1.4","2.6","3.4",
"4회 이상","춘천(남이섬)","","0","",".9",".8",
"4회 이상","코엑스 (강남 코엑스)","","0","","","2",
"4회 이상","이태원","","0","2.3","1.6","",
"4회 이상","청계천/광화문광장","","8.5","","","",
"4회 이상","제주민속촌","",".1","","","",
"4회 이상","이기대/오륙도","","3.4","","","",
"4회 이상","섭지코지","","0","","","",
"4회 이상","거제(바람의언덕,외도)","","3.2","","","",
"4회 이상","태종대","",".7","","","",
"4회 이상","용궁사/기장","","1.4","","","",
"4회 이상","감천문화마을","","1","","","",
"4회 이상","경주(불국사,보문관광단지,양봉마을)","","1.7","","","",
"4회 이상","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"4회 이상","남산/N서울타워","","","4.6","","",
"4회 이상","인사동","","","2.6","","",
"4회 이상","고궁","","","4.6","","",
"공무원, 군인","사례수","","505","628","","",
"공무원, 군인","명동-남대문-북창","","18.2","16.2","","",
"공무원, 군인","제주","","0","","","",
"공무원, 군인","신촌/홍대주변","","4.7","3.9","","",
"공무원, 군인","종로-청계","","0","","","",
"공무원, 군인","동대문 패션타운","","4","6","","",
"공무원, 군인","해운대 일대","","0","1.3","","",
"공무원, 군인","강남역","","1.1","2.1","","",
"공무원, 군인","잠실","","0","1.7","","",
"공무원, 군인","춘천(남이섬)","","0","","","",
"공무원, 군인","코엑스 (강남 코엑스)","","0","","","",
"공무원, 군인","이태원","","0","2.3","","",
"공무원, 군인","청계천/광화문광장","","2.6","","","",
"공무원, 군인","제주민속촌","",".5","","","",
"공무원, 군인","이기대/오륙도","","12.4","","","",
"공무원, 군인","섭지코지","","0","","","",
"공무원, 군인","거제(바람의언덕,외도)","","6.9","","","",
"공무원, 군인","태종대","","2.2","","","",
"공무원, 군인","용궁사/기장","","3.2","","","",
"공무원, 군인","감천문화마을","","4.1","","","",
"공무원, 군인","경주(불국사,보문관광단지,양봉마을)","","7.4","","","",
"공무원, 군인","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"공무원, 군인","남산/N서울타워","","","6.9","","",
"공무원, 군인","인사동","","","1","","",
"공무원, 군인","고궁","","","16.5","","",
"기업인, 경영직","사례수","","1156","1464","","",
"기업인, 경영직","명동-남대문-북창","","14.8","13","","",
"기업인, 경영직","제주","","0","","","",
"기업인, 경영직","신촌/홍대주변","","2.6","2.2","","",
"기업인, 경영직","종로-청계","","0","","","",
"기업인, 경영직","동대문 패션타운","","4.9","4.8","","",
"기업인, 경영직","해운대 일대","","0","3.9","","",
"기업인, 경영직","강남역","","8.5","7.7","","",
"기업인, 경영직","잠실","","0","2.3","","",
"기업인, 경영직","춘천(남이섬)","","0","","","",
"기업인, 경영직","코엑스 (강남 코엑스)","","0","","","",
"기업인, 경영직","이태원","","0","3.4","","",
"기업인, 경영직","청계천/광화문광장","","6.1","","","",
"기업인, 경영직","제주민속촌","","0","","","",
"기업인, 경영직","이기대/오륙도","","8.4","","","",
"기업인, 경영직","섭지코지","","0","","","",
"기업인, 경영직","거제(바람의언덕,외도)","","5.8","","","",
"기업인, 경영직","태종대","",".5","","","",
"기업인, 경영직","용궁사/기장","","1.8","","","",
"기업인, 경영직","감천문화마을","",".9","","","",
"기업인, 경영직","경주(불국사,보문관광단지,양봉마을)","","3.5","","","",
"기업인, 경영직","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"기업인, 경영직","남산/N서울타워","","","5.4","","",
"기업인, 경영직","인사동","","","2","","",
"기업인, 경영직","고궁","","","11.4","","",
"사무,기술직","사례수","","2434","2543","","",
"사무,기술직","명동-남대문-북창","","17.9","18.9","","",
"사무,기술직","제주","","0","","","",
"사무,기술직","신촌/홍대주변","","4","5.9","","",
"사무,기술직","종로-청계","","0","","","",
"사무,기술직","동대문 패션타운","","4.6","5.8","","",
"사무,기술직","해운대 일대","","0","4.5","","",
"사무,기술직","강남역","","3.5","4.5","","",
"사무,기술직","잠실","","0","2.2","","",
"사무,기술직","춘천(남이섬)","","0","","","",
"사무,기술직","코엑스 (강남 코엑스)","","0","","","",
"사무,기술직","이태원","","0",".9","","",
"사무,기술직","청계천/광화문광장","","4.4","","","",
"사무,기술직","제주민속촌","","0","","","",
"사무,기술직","이기대/오륙도","","5.9","","","",
"사무,기술직","섭지코지","","0","","","",
"사무,기술직","거제(바람의언덕,외도)","","6","","","",
"사무,기술직","태종대","","3.3","","","",
"사무,기술직","용궁사/기장","","1.9","","","",
"사무,기술직","감천문화마을","","2.5","","","",
"사무,기술직","경주(불국사,보문관광단지,양봉마을)","","6.3","","","",
"사무,기술직","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"사무,기술직","남산/N서울타워","","","3.7","","",
"사무,기술직","인사동","","","3","","",
"사무,기술직","고궁","","","8.8","","",
"판매, 서비스직","사례수","","1423","1611","","",
"판매, 서비스직","명동-남대문-북창","","20.1","20.4","","",
"판매, 서비스직","제주","","0","","","",
"판매, 서비스직","신촌/홍대주변","","5.5","4.4","","",
"판매, 서비스직","종로-청계","","0","","","",
"판매, 서비스직","동대문 패션타운","","7.2","6.1","","",
"판매, 서비스직","해운대 일대","","0","4.8","","",
"판매, 서비스직","강남역","","2","3.2","","",
"판매, 서비스직","잠실","","0","2.8","","",
"판매, 서비스직","춘천(남이섬)","","0","","","",
"판매, 서비스직","코엑스 (강남 코엑스)","","0","","","",
"판매, 서비스직","이태원","","0","2","","",
"판매, 서비스직","청계천/광화문광장","","1.8","","","",
"판매, 서비스직","제주민속촌","",".2","","","",
"판매, 서비스직","이기대/오륙도","","5.3","","","",
"판매, 서비스직","섭지코지","","0","","","",
"판매, 서비스직","거제(바람의언덕,외도)","","4.5","","","",
"판매, 서비스직","태종대","","2.5","","","",
"판매, 서비스직","용궁사/기장","","3.4","","","",
"판매, 서비스직","감천문화마을","","2","","","",
"판매, 서비스직","경주(불국사,보문관광단지,양봉마을)","","6.4","","","",
"판매, 서비스직","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"판매, 서비스직","남산/N서울타워","","","4.2","","",
"판매, 서비스직","인사동","","","2","","",
"판매, 서비스직","고궁","","","6.7","","",
"전문직","사례수","","1118","1312","","",
"전문직","명동-남대문-북창","","13.2","14.4","","",
"전문직","제주","","0","","","",
"전문직","신촌/홍대주변","","2.5","4.1","","",
"전문직","종로-청계","","0","","","",
"전문직","동대문 패션타운","","3.8","3.2","","",
"전문직","해운대 일대","","0","2.7","","",
"전문직","강남역","","3","2.8","","",
"전문직","잠실","","0","1.6","","",
"전문직","춘천(남이섬)","","0","","","",
"전문직","코엑스 (강남 코엑스)","","0","","","",
"전문직","이태원","","0","3.4","","",
"전문직","청계천/광화문광장","","5","","","",
"전문직","제주민속촌","","0","","","",
"전문직","이기대/오륙도","","11.6","","","",
"전문직","섭지코지","","0","","","",
"전문직","거제(바람의언덕,외도)","","4.9","","","",
"전문직","태종대","","2","","","",
"전문직","용궁사/기장","","2.5","","","",
"전문직","감천문화마을","","2.6","","","",
"전문직","경주(불국사,보문관광단지,양봉마을)","","6.6","","","",
"전문직","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"전문직","남산/N서울타워","","","4.8","","",
"전문직","인사동","","","2.6","","",
"전문직","고궁","","","13.3","","",
"생산/기능/노무직","사례수","","422","563","","",
"생산/기능/노무직","명동-남대문-북창","","22.5","17.4","","",
"생산/기능/노무직","제주","","0","","","",
"생산/기능/노무직","신촌/홍대주변","","1.7","3.2","","",
"생산/기능/노무직","종로-청계","","0","","","",
"생산/기능/노무직","동대문 패션타운","","5.2","3.4","","",
"생산/기능/노무직","해운대 일대","","0","4.2","","",
"생산/기능/노무직","강남역","","1.6","1.8","","",
"생산/기능/노무직","잠실","","0","1.7","","",
"생산/기능/노무직","춘천(남이섬)","","0","","","",
"생산/기능/노무직","코엑스 (강남 코엑스)","","0","","","",
"생산/기능/노무직","이태원","","0","1.2","","",
"생산/기능/노무직","청계천/광화문광장","","3.2","","","",
"생산/기능/노무직","제주민속촌","","0","","","",
"생산/기능/노무직","이기대/오륙도","","6.9","","","",
"생산/기능/노무직","섭지코지","","0","","","",
"생산/기능/노무직","거제(바람의언덕,외도)","","7.3","","","",
"생산/기능/노무직","태종대","","2.1","","","",
"생산/기능/노무직","용궁사/기장","","1.5","","","",
"생산/기능/노무직","감천문화마을","",".7","","","",
"생산/기능/노무직","경주(불국사,보문관광단지,양봉마을)","","1.9","","","",
"생산/기능/노무직","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"생산/기능/노무직","남산/N서울타워","","","7.1","","",
"생산/기능/노무직","인사동","","","1.9","","",
"생산/기능/노무직","고궁","","","7.7","","",
"자영업자","사례수","","1198","1635","","",
"자영업자","명동-남대문-북창","","17.2","19.2","","",
"자영업자","제주","","0","","","",
"자영업자","신촌/홍대주변","","1.9","2.6","","",
"자영업자","종로-청계","","0","","","",
"자영업자","동대문 패션타운","","12.4","8.7","","",
"자영업자","해운대 일대","","0","3","","",
"자영업자","강남역","","1.8","3.2","","",
"자영업자","잠실","","0","1.6","","",
"자영업자","춘천(남이섬)","","0","","","",
"자영업자","코엑스 (강남 코엑스)","","0","","","",
"자영업자","이태원","","0","1.8","","",
"자영업자","청계천/광화문광장","","2.7","","","",
"자영업자","제주민속촌","",".2","","","",
"자영업자","이기대/오륙도","","6.1","","","",
"자영업자","섭지코지","","0","","","",
"자영업자","거제(바람의언덕,외도)","","4.7","","","",
"자영업자","태종대","","2.6","","","",
"자영업자","용궁사/기장","","2.6","","","",
"자영업자","감천문화마을","","3.7","","","",
"자영업자","경주(불국사,보문관광단지,양봉마을)","","7.2","","","",
"자영업자","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"자영업자","남산/N서울타워","","","6.2","","",
"자영업자","인사동","","","1.4","","",
"자영업자","고궁","","","7.1","","",
"학생","사례수","","1927","2269","","",
"학생","명동-남대문-북창","","18.9","21.2","","",
"학생","제주","","0","","","",
"학생","신촌/홍대주변","","9.1","10.7","","",
"학생","종로-청계","","0","","","",
"학생","동대문 패션타운","","3","5","","",
"학생","해운대 일대","","0","3.5","","",
"학생","강남역","","1.5","1.9","","",
"학생","잠실","","0","2.2","","",
"학생","춘천(남이섬)","","0","","","",
"학생","코엑스 (강남 코엑스)","","0","","","",
"학생","이태원","","0","2","","",
"학생","청계천/광화문광장","","1.3","","","",
"학생","제주민속촌","","0","","","",
"학생","이기대/오륙도","","5.4","","","",
"학생","섭지코지","","0","","","",
"학생","거제(바람의언덕,외도)","","7.3","","","",
"학생","태종대","","2.3","","","",
"학생","용궁사/기장","","4.2","","","",
"학생","감천문화마을","","2.5","","","",
"학생","경주(불국사,보문관광단지,양봉마을)","","5.1","","","",
"학생","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"학생","남산/N서울타워","","","5.1","","",
"학생","인사동","","","2.9","","",
"학생","고궁","","","8","","",
"주부","사례수","","557","647","","",
"주부","명동-남대문-북창","","18.2","20.7","","",
"주부","제주","","0","","","",
"주부","신촌/홍대주변","","2.1","2.7","","",
"주부","종로-청계","","0","","","",
"주부","동대문 패션타운","","7.1","7.2","","",
"주부","해운대 일대","","0","5","","",
"주부","강남역","","1","2.1","","",
"주부","잠실","","0","1.1","","",
"주부","춘천(남이섬)","","0","","","",
"주부","코엑스 (강남 코엑스)","","0","","","",
"주부","이태원","","0","1.7","","",
"주부","청계천/광화문광장","","3.2","","","",
"주부","제주민속촌","","0","","","",
"주부","이기대/오륙도","","4.4","","","",
"주부","섭지코지","","0","","","",
"주부","거제(바람의언덕,외도)","","5.1","","","",
"주부","태종대","","3.4","","","",
"주부","용궁사/기장","","4","","","",
"주부","감천문화마을","","2.4","","","",
"주부","경주(불국사,보문관광단지,양봉마을)","","3.7","","","",
"주부","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"주부","남산/N서울타워","","","3.3","","",
"주부","인사동","","","2.5","","",
"주부","고궁","","","6.8","","",
"은퇴자","사례수","","141","151","","",
"은퇴자","명동-남대문-북창","","5.3","6.1","","",
"은퇴자","제주","","0","","","",
"은퇴자","신촌/홍대주변","","1.5",".4","","",
"은퇴자","종로-청계","","0","","","",
"은퇴자","동대문 패션타운","","2.4","4.5","","",
"은퇴자","해운대 일대","","0","1.3","","",
"은퇴자","강남역","","1.7","1.3","","",
"은퇴자","잠실","","0",".7","","",
"은퇴자","춘천(남이섬)","","0","","","",
"은퇴자","코엑스 (강남 코엑스)","","0","","","",
"은퇴자","이태원","","0","1.5","","",
"은퇴자","청계천/광화문광장","","5.4","","","",
"은퇴자","제주민속촌","","0","","","",
"은퇴자","이기대/오륙도","","22.7","","","",
"은퇴자","섭지코지","","0","","","",
"은퇴자","거제(바람의언덕,외도)","","6.5","","","",
"은퇴자","태종대","","2.9","","","",
"은퇴자","용궁사/기장","","5.1","","","",
"은퇴자","감천문화마을","","2","","","",
"은퇴자","경주(불국사,보문관광단지,양봉마을)","","2.1","","","",
"은퇴자","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"은퇴자","남산/N서울타워","","","1.9","","",
"은퇴자","인사동","","","1","","",
"은퇴자","고궁","","","24.9","","",
"무직","사례수","","224","256","","",
"무직","명동-남대문-북창","","18.4","23.5","","",
"무직","제주","","0","","","",
"무직","신촌/홍대주변","","5.2","3.9","","",
"무직","종로-청계","","0","","","",
"무직","동대문 패션타운","","4.3","7.1","","",
"무직","해운대 일대","","0","2.3","","",
"무직","강남역","","2.2","2","","",
"무직","잠실","","0","1.7","","",
"무직","춘천(남이섬)","","0","","","",
"무직","코엑스 (강남 코엑스)","","0","","","",
"무직","이태원","","0",".5","","",
"무직","청계천/광화문광장","","7.8","","","",
"무직","제주민속촌","","0","","","",
"무직","이기대/오륙도","","6","","","",
"무직","섭지코지","","0","","","",
"무직","거제(바람의언덕,외도)","","7.5","","","",
"무직","태종대","","1.8","","","",
"무직","용궁사/기장","",".9","","","",
"무직","감천문화마을","","2.1","","","",
"무직","경주(불국사,보문관광단지,양봉마을)","","8.7","","","",
"무직","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"무직","남산/N서울타워","","","5.7","","",
"무직","인사동","","","2.8","","",
"무직","고궁","","","10.6","","",
"기타","사례수","","889","721","","",
"기타","명동-남대문-북창","","18.1","20.6","","",
"기타","제주","","0","","","",
"기타","신촌/홍대주변","","4.8","4.2","","",
"기타","종로-청계","","0","","","",
"기타","동대문 패션타운","","7.8","5","","",
"기타","해운대 일대","","0","2.7","","",
"기타","강남역","","3.6","3.5","","",
"기타","잠실","","0","1.9","","",
"기타","춘천(남이섬)","","0","","","",
"기타","코엑스 (강남 코엑스)","","0","","","",
"기타","이태원","","0","1.5","","",
"기타","청계천/광화문광장","","1.6","","","",
"기타","제주민속촌","",".3","","","",
"기타","이기대/오륙도","","8.4","","","",
"기타","섭지코지","","0","","","",
"기타","거제(바람의언덕,외도)","","5.1","","","",
"기타","태종대","","2.4","","","",
"기타","용궁사/기장","","3.7","","","",
"기타","감천문화마을","","2.1","","","",
"기타","경주(불국사,보문관광단지,양봉마을)","","9","","","",
"기타","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"기타","남산/N서울타워","","","4.5","","",
"기타","인사동","","","2.2","","",
"기타","고궁","","","8.1","","",
"무응답","사례수","","10","42","","",
"무응답","명동-남대문-북창","","0","3.6","","",
"무응답","제주","","0","","","",
"무응답","신촌/홍대주변","","0","6.1","","",
"무응답","종로-청계","","0","","","",
"무응답","동대문 패션타운","","0","5.2","","",
"무응답","해운대 일대","","0","2.3","","",
"무응답","강남역","","0",".9","","",
"무응답","잠실","","0","0","","",
"무응답","춘천(남이섬)","","0","","","",
"무응답","코엑스 (강남 코엑스)","","0","","","",
"무응답","이태원","","0","3.1","","",
"무응답","청계천/광화문광장","","0","","","",
"무응답","제주민속촌","","0","","","",
"무응답","이기대/오륙도","","2.8","","","",
"무응답","섭지코지","","0","","","",
"무응답","거제(바람의언덕,외도)","","18.5","","","",
"무응답","태종대","","0","","","",
"무응답","용궁사/기장","","0","","","",
"무응답","감천문화마을","","8.1","","","",
"무응답","경주(불국사,보문관광단지,양봉마을)","","0","","","",
"무응답","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"무응답","남산/N서울타워","","","8.2","","",
"무응답","인사동","","",".8","","",
"무응답","고궁","","","14.5","","",
